timestamp,open,high,low,close,volume,symbol,timeframe
2025-12-19T00:00:00,2841.39,2846.84,2841.39,2845.06,325.1374,ETHUSDT,1m
2025-12-19T00:01:00,2845.07,2848.25,2843.5,2846.4,256.4937,ETHUSDT,1m
2025-12-19T00:02:00,2846.4,2847.86,2841.89,2842.97,258.5834,ETHUSDT,1m
2025-12-19T00:03:00,2842.98,2843.96,2837.39,2837.78,225.6423,ETHUSDT,1m
2025-12-19T00:04:00,2837.78,2838.95,2836.19,2838.94,285.5184,ETHUSDT,1m
2025-12-19T00:05:00,2838.94,2843.42,2838.77,2843.42,161.8662,ETHUSDT,1m
2025-12-19T00:06:00,2843.42,2846.01,2843.42,2844.8,102.0418,ETHUSDT,1m
2025-12-19T00:07:00,2844.84,2849.99,2844.84,2848.42,539.0552,ETHUSDT,1m
2025-12-19T00:08:00,2848.43,2851.2,2848.02,2851.2,247.6369,ETHUSDT,1m
2025-12-19T00:09:00,2851.21,2851.73,2847.77,2850.51,298.7052,ETHUSDT,1m
2025-12-19T00:10:00,2850.51,2851.3,2848.18,2848.18,214.6372,ETHUSDT,1m
2025-12-19T00:11:00,2848.17,2850.83,2847.81,2850.17,249.0363,ETHUSDT,1m
2025-12-19T00:12:00,2850.17,2851.73,2849.11,2850.44,136.8577,ETHUSDT,1m
2025-12-19T00:13:00,2850.44,2850.44,2845.68,2848.49,193.5223,ETHUSDT,1m
2025-12-19T00:14:00,2848.48,2848.48,2842.61,2842.76,105.1938,ETHUSDT,1m
2025-12-19T00:15:00,2842.75,2844.98,2842.33,2844.36,176.0379,ETHUSDT,1m
2025-12-19T00:16:00,2844.35,2844.35,2838.47,2839.03,266.3207,ETHUSDT,1m
2025-12-19T00:17:00,2839.03,2839.65,2829.19,2832.51,1390.9904,ETHUSDT,1m
2025-12-19T00:18:00,2832.5,2833.35,2830.58,2830.58,240.3589,ETHUSDT,1m
2025-12-19T00:19:00,2830.58,2832.22,2830.0,2831.67,240.3997,ETHUSDT,1m
2025-12-19T00:20:00,2831.67,2833.5,2827.84,2831.94,450.8268,ETHUSDT,1m
2025-12-19T00:21:00,2831.93,2831.93,2825.03,2830.82,997.9016,ETHUSDT,1m
2025-12-19T00:22:00,2830.81,2830.81,2827.02,2827.53,340.2901,ETHUSDT,1m
2025-12-19T00:23:00,2827.54,2829.0,2822.04,2822.76,500.3712,ETHUSDT,1m
2025-12-19T00:24:00,2822.76,2825.05,2821.27,2824.1,519.9438,ETHUSDT,1m
2025-12-19T00:25:00,2824.1,2824.22,2818.99,2822.23,680.1459,ETHUSDT,1m
2025-12-19T00:26:00,2822.24,2830.0,2822.24,2823.95,459.2092,ETHUSDT,1m
2025-12-19T00:27:00,2823.96,2829.64,2823.85,2829.64,308.2283,ETHUSDT,1m
2025-12-19T00:28:00,2829.63,2831.21,2827.43,2827.7,553.4805,ETHUSDT,1m
2025-12-19T00:29:00,2827.69,2828.3,2825.55,2827.58,181.2385,ETHUSDT,1m
2025-12-19T00:30:00,2827.57,2830.4,2823.88,2823.89,247.5792,ETHUSDT,1m
2025-12-19T00:31:00,2823.88,2824.21,2819.62,2820.01,455.3488,ETHUSDT,1m
2025-12-19T00:32:00,2820.0,2821.9,2815.47,2816.23,555.4886,ETHUSDT,1m
2025-12-19T00:33:00,2816.22,2819.74,2816.02,2816.03,349.0116,ETHUSDT,1m
2025-12-19T00:34:00,2816.03,2816.99,2807.57,2807.79,1413.0071,ETHUSDT,1m
2025-12-19T00:35:00,2807.79,2819.18,2807.79,2818.38,1188.2154,ETHUSDT,1m
2025-12-19T00:36:00,2818.38,2822.18,2816.37,2822.02,415.9625,ETHUSDT,1m
2025-12-19T00:37:00,2822.02,2823.51,2817.58,2822.15,319.1684,ETHUSDT,1m
2025-12-19T00:38:00,2822.15,2825.6,2820.73,2823.0,429.2046,ETHUSDT,1m
2025-12-19T00:39:00,2822.99,2833.01,2822.99,2831.36,876.0654,ETHUSDT,1m
2025-12-19T00:40:00,2831.36,2832.2,2826.32,2827.51,397.5743,ETHUSDT,1m
2025-12-19T00:41:00,2827.52,2829.0,2824.61,2824.62,203.659,ETHUSDT,1m
2025-12-19T00:42:00,2824.61,2825.85,2820.95,2820.95,356.1998,ETHUSDT,1m
2025-12-19T00:43:00,2820.94,2822.66,2819.3,2819.92,446.8336,ETHUSDT,1m
2025-12-19T00:44:00,2819.95,2821.5,2816.81,2818.43,751.178,ETHUSDT,1m
2025-12-19T00:45:00,2818.43,2820.83,2818.43,2818.72,122.9179,ETHUSDT,1m
2025-12-19T00:46:00,2818.72,2818.95,2811.0,2815.48,2519.8719,ETHUSDT,1m
2025-12-19T00:47:00,2815.47,2820.38,2813.88,2817.95,517.6888,ETHUSDT,1m
2025-12-19T00:48:00,2817.94,2819.86,2814.52,2816.99,416.9183,ETHUSDT,1m
2025-12-19T00:49:00,2816.98,2823.73,2816.1,2823.1,528.6785,ETHUSDT,1m
2025-12-19T00:50:00,2823.1,2824.99,2818.2,2823.92,307.3708,ETHUSDT,1m
2025-12-19T00:51:00,2823.92,2829.61,2821.65,2827.85,841.1966,ETHUSDT,1m
2025-12-19T00:52:00,2827.85,2827.85,2821.99,2822.34,764.6442,ETHUSDT,1m
2025-12-19T00:53:00,2822.39,2824.8,2818.46,2823.14,2102.4872,ETHUSDT,1m
2025-12-19T00:54:00,2823.13,2824.5,2821.44,2821.44,255.8032,ETHUSDT,1m
2025-12-19T00:55:00,2821.44,2826.24,2821.43,2825.11,299.3026,ETHUSDT,1m
2025-12-19T00:56:00,2825.1,2825.14,2817.99,2818.3,415.9829,ETHUSDT,1m
2025-12-19T00:57:00,2818.3,2823.91,2817.15,2823.59,440.4022,ETHUSDT,1m
2025-12-19T00:58:00,2823.59,2825.68,2822.49,2822.5,352.1965,ETHUSDT,1m
2025-12-19T00:59:00,2822.49,2825.28,2820.73,2824.05,164.4857,ETHUSDT,1m
2025-12-19T01:00:00,2824.04,2830.0,2821.99,2830.0,405.0541,ETHUSDT,1m
2025-12-19T01:01:00,2830.0,2830.3,2823.29,2823.51,385.3249,ETHUSDT,1m
2025-12-19T01:02:00,2823.51,2825.44,2821.91,2824.58,334.8255,ETHUSDT,1m
2025-12-19T01:03:00,2824.58,2826.5,2819.49,2819.63,257.1366,ETHUSDT,1m
2025-12-19T01:04:00,2819.64,2820.1,2817.14,2818.54,282.881,ETHUSDT,1m
2025-12-19T01:05:00,2818.52,2823.29,2815.49,2821.44,612.4381,ETHUSDT,1m
2025-12-19T01:06:00,2821.44,2821.44,2815.96,2815.99,236.7651,ETHUSDT,1m
2025-12-19T01:07:00,2815.99,2819.39,2811.74,2811.74,682.8016,ETHUSDT,1m
2025-12-19T01:08:00,2811.74,2814.78,2808.64,2809.5,880.2129,ETHUSDT,1m
2025-12-19T01:09:00,2809.51,2816.0,2809.51,2813.14,273.8981,ETHUSDT,1m
